what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1334499871976
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.add.block.comment",1334499886080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334499886518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499897921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499904095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1334499909126
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334499911673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499913315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499915081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499923481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499925019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499925420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499979374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499980783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499990694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499994962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334499999457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334500017371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500023058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500025721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500041974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500042609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500043454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500045041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500046426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500062931
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1334500082686
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500082833
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500082956
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500095318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334500103502
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500104484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334500105910
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500110634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1334500115628
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500116171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334500118474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334500120634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1334500121642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334500122804
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500125346
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500130919
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500132253
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1334500138921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1334500141337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500147879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500150235
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500152865
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500158662
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1334500161034
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1334500167351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1334500168895
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1334500170536
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1334500170678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500171519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334500173235
