what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331639090868
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331639090869
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331639090869
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331639090869
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331639090870
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331639090871
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331639090871
os,sysinfo,,,"linux",1331639090876
arch,sysinfo,,,"x86",1331639090876
ws,sysinfo,,,"gtk",1331639090876
locale,sysinfo,,,"en_US",1331639090876
processors,sysinfo,,,"1",1331639090876
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331639090876
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331639090876
java.specification.name,sysinfo,,,"Java Platform API Specification",1331639090876
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331639090876
java.specification.version,sysinfo,,,"1.6",1331639090876
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331639090876
java.version,sysinfo,,,"1.6.0_22",1331639090876
java.vm.info,sysinfo,,,"mixed mode",1331639090876
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331639090876
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331639090876
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331639090876
java.vm.specification.version,sysinfo,,,"1.0",1331639090876
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331639090876
java.vm.version,sysinfo,,,"20.0-b11",1331639090876
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1331639091902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331639098938
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331639100070
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331639100473
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331639100498
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331639100509
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331639100545
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331639100707
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331639110412
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331639110464
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1331639110518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1331639112123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331639112179
