what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331751232461
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331751232467
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331751232474
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331751232484
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331751232493
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331751232521
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331751232531
os,sysinfo,,,"linux",1331751232538
arch,sysinfo,,,"x86",1331751232538
ws,sysinfo,,,"gtk",1331751232538
locale,sysinfo,,,"en_US",1331751232538
processors,sysinfo,,,"1",1331751232538
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331751232538
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331751232538
java.specification.name,sysinfo,,,"Java Platform API Specification",1331751232538
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751232538
java.specification.version,sysinfo,,,"1.6",1331751232538
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751232538
java.version,sysinfo,,,"1.6.0_22",1331751232538
java.vm.info,sysinfo,,,"mixed mode",1331751232538
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331751232538
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331751232538
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751232538
java.vm.specification.version,sysinfo,,,"1.0",1331751232538
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751232538
java.vm.version,sysinfo,,,"20.0-b11",1331751232538
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331751233216
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331751233223
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1331751234659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331751234697
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331751239636
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331751240013
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331751240054
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331751240102
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331751240190
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331751240485
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331751253003
