what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1333635255867
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1333635255881
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1333635255889
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1333635255898
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1333635255907
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1333635255943
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1333635255954
os,sysinfo,,,"linux",1333635255961
arch,sysinfo,,,"x86",1333635255961
ws,sysinfo,,,"gtk",1333635255961
locale,sysinfo,,,"en_US",1333635255961
processors,sysinfo,,,"1",1333635255962
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1333635255962
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1333635255962
java.specification.name,sysinfo,,,"Java Platform API Specification",1333635255962
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333635255962
java.specification.version,sysinfo,,,"1.6",1333635255962
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1333635255962
java.version,sysinfo,,,"1.6.0_22",1333635255962
java.vm.info,sysinfo,,,"mixed mode",1333635255962
java.vm.name,sysinfo,,,"OpenJDK Client VM",1333635255962
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1333635255962
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1333635255962
java.vm.specification.version,sysinfo,,,"1.0",1333635255962
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1333635255962
java.vm.version,sysinfo,,,"20.0-b11",1333635255962
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333635353588
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1333635353594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333635355135
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333635357591
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1333635358135
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1333635358156
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1333635358671
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1333635358685
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1333635358686
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1333635358686
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1333635358686
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1333635358690
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1333635358703
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1333635358726
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1333635358746
