what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1331751517509
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1331751517510
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1331751517511
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1331751517511
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1331751517512
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1331751517512
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1331751517512
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1331751517513
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1331751517513
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1331751517514
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1331751517519
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1331751517520
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1331751517520
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1331751517521
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1331751517525
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1331751517526
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1331751517526
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1331751517527
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1331751517531
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1331751517531
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1331751517532
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1331751517533
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1331751517533
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1331751517534
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1331751517535
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331751517535
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331751517536
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331751517536
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331751517537
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331751517538
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331751517539
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331751517540
os,sysinfo,,,"linux",1331751517544
arch,sysinfo,,,"x86",1331751517544
ws,sysinfo,,,"gtk",1331751517544
locale,sysinfo,,,"en_US",1331751517544
processors,sysinfo,,,"1",1331751517545
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331751517545
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331751517545
java.specification.name,sysinfo,,,"Java Platform API Specification",1331751517545
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751517545
java.specification.version,sysinfo,,,"1.6",1331751517545
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751517545
java.version,sysinfo,,,"1.6.0_22",1331751517545
java.vm.info,sysinfo,,,"mixed mode",1331751517545
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331751517545
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331751517545
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751517545
java.vm.specification.version,sysinfo,,,"1.0",1331751517545
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331751517545
java.vm.version,sysinfo,,,"20.0-b11",1331751517545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331751521232
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331751526226
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331751526738
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331751526772
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331751526785
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331751526835
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331751527056
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331751534664
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331751534733
