what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331727940832
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331727940833
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331727940846
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331727940855
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331727940864
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331727940892
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331727940902
os,sysinfo,,,"linux",1331727940907
arch,sysinfo,,,"x86",1331727940907
ws,sysinfo,,,"gtk",1331727940907
locale,sysinfo,,,"en_US",1331727940907
processors,sysinfo,,,"1",1331727940907
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331727940907
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331727940908
java.specification.name,sysinfo,,,"Java Platform API Specification",1331727940908
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331727940908
java.specification.version,sysinfo,,,"1.6",1331727940908
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331727940908
java.version,sysinfo,,,"1.6.0_22",1331727940908
java.vm.info,sysinfo,,,"mixed mode",1331727940908
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331727940908
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331727940908
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331727940908
java.vm.specification.version,sysinfo,,,"1.0",1331727940908
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331727940908
java.vm.version,sysinfo,,,"20.0-b11",1331727940908
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331727945485
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331727945851
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331727945889
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331727945928
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331727946027
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331727946265
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331727948305
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331727948410
