what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570334329
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1331570346553
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331570363630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331570369487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570369518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570374823
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331570375511
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1331570375967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331570377982
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331570384931
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331570386282
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331570387332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1331570387714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570387748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570395657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570397573
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570490864
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331570493576
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331570511306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570511714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570514481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570514908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1331570529517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570529546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331570530299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570534539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570626876
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331570628475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331570632553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570633164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570732018
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331570735002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570737873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570740602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331570741490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331571301738
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1331571319963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331571320172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331571320342
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1331571321345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331571322432
