what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331924915319
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331924915319
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331924915320
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331924915320
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331924915321
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331924915322
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331924915322
os,sysinfo,,,"linux",1331924915326
arch,sysinfo,,,"x86",1331924915326
ws,sysinfo,,,"gtk",1331924915326
locale,sysinfo,,,"en_US",1331924915326
processors,sysinfo,,,"1",1331924915327
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1331924915327
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1331924915327
java.specification.name,sysinfo,,,"Java Platform API Specification",1331924915327
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331924915327
java.specification.version,sysinfo,,,"1.6",1331924915327
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1331924915327
java.version,sysinfo,,,"1.6.0_22",1331924915327
java.vm.info,sysinfo,,,"mixed mode",1331924915327
java.vm.name,sysinfo,,,"OpenJDK Client VM",1331924915327
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331924915327
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331924915327
java.vm.specification.version,sysinfo,,,"1.0",1331924915327
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1331924915327
java.vm.version,sysinfo,,,"20.0-b11",1331924915327
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1331924916232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331924918480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1331924922756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331924922771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331924924329
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331924927788
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1331924928402
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1331924928470
started,bundle,org.rtems.cdt,1.4.0.200911301509,"org.rtems.cdt",1331924928565
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331924928678
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1331924929444
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1331924938084
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331924938213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1331924939531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331924939574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331924940899
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1331924944451
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331924944499
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331924944976
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1331924945069
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1331924945342
